machineId,lat,lng,offset,hrs,location,total,ww
ZPL307086J,37.2490147,-121.8627764,-28800,3600,America/Los_Angeles,71477512,64804409
ZPL306427L,39.6526525,-104.7696897,-25200,3600,America/Denver,71343664,65356537
ZPL305974P,40.7221208,-73.8039143,-18000,3600,America/New_York,71280259,66631521
ZPL303432I,26.1935816,-98.2076368,-21600,3600,America/Chicago,71249809,67904080
ZPL307262R,42.5681698,-114.4602741,-25200,3600,America/Denver,71225958,66842828
ZPL3066602,41.71922,-71.484029,-18000,3600,America/New_York,70996178,68208442
ZPL306704B,33.509693,-112.0375052,-25200,0,America/Phoenix,70984563,61145681
ZPL3035413,34.0898768,-81.1725577,-18000,3600,America/New_York,70920353,61705628
ZPL3050315,30.8398,-83.3212,-18000,3600,America/New_York,70917027,66342814
ZPL307370H,33.1014289,-96.6760132,-21600,3600,America/Chicago,70574776,63728605
ZPL3070410,36.9785731,-121.9653577,-28800,3600,America/Los_Angeles,70565875,65067736
ZPL304127M,43.03319,-76.0532604,-18000,3600,America/New_York,70431224,32278597
ZPL3064318,41.80779,-71.407535,-18000,3600,America/New_York,70144047,66430400
ZPL3070977,40.9205175,-111.8883026,-25200,3600,America/Denver,69798950,61325495
ZPL3027724,33.789101,-117.9078643,-28800,3600,America/Los_Angeles,69792057,63647515
ZPL3063263,37.7399287,-89.8767738,-21600,3600,America/Chicago,69627694,67347184
ZPL303317K,28.368986,-81.5207269,-18000,3600,America/New_York,69486400,66262745
ZPL3073886,28.3457801,-81.4197566,-18000,3600,America/New_York,68747445,61746799
ZPL306226G,30.03406,-89.972857,-21600,3600,America/Chicago,68603344,60590352
ZPL304053Y,36.9431333,-76.3099396,-18000,3600,America/New_York,68510121,64168530
ZPL306305M,41.2554293,-95.9305727,-21600,3600,America/Chicago,68316652,40000743
ZPL306796A,40.0630408,-83.0397246,-18000,3600,America/New_York,68181783,57217875
ZPL303602D,26.1748936,-98.1863432,-21600,3600,America/Chicago,68102360,64205470
ZPL307464R,30.519557,-92.0745344,-21600,3600,America/Chicago,68060550,65979287
ZPL306931F,28.4401291,-81.4712344,-18000,3600,America/New_York,68046324,40218610
ZPL306463D,41.8791719,-71.06565,-18000,3600,America/New_York,67759885,65907221
ZPL303625K,33.994226,-81.2302349,-18000,3600,America/New_York,67677980,59852714
ZPL3064565,42.9790684,-85.0703017,-18000,3600,America/New_York,67373559,60496728
ZPL305564C,41.990077,-72.5837568,-18000,3600,America/New_York,67267600,63582142
ZPL306330Q,41.2412531,-81.5489592,-18000,3600,America/New_York,67082722,39026706
ZPL303615R,26.1902364,-97.7135794,-21600,3600,America/Chicago,66968042,62022943
ZPL306624A,29.9822287,-90.2849993,-21600,3600,America/Chicago,66723299,63059395
ZPL306469J,40.337657,-79.8084096,-18000,3600,America/New_York,66649887,61652699
ZPL306854Z,38.54092,-90.474256,-21600,3600,America/Chicago,66240742,48276952
ZPL305526U,38.907652,-94.76736,-21600,3600,America/Chicago,66073691,63054744
ZPL3065708,28.147593,-81.45026,-18000,3600,America/New_York,66058668,61386036
ZPL3061898,37.3184125,-89.5248795,-21600,3600,America/Chicago,65893140,63387383
ZPL306891M,44.8993504,-93.2272708,-21600,3600,America/Chicago,65807884,38856211
ZPL3073309,35.8747943,-78.5413407,-18000,3600,America/New_York,65797001,58958491
ZPL302995L,40.2733761,-111.6821492,-25200,3600,America/Denver,65547408,55489547
ZPL306386X,37.295735,-89.527879,-21600,3600,America/Chicago,65352721,62152961
ZPL3027553,34.1749755,-119.2260831,-28800,3600,America/Los_Angeles,65328227,57758547
ZPL303182M,41.636254,-72.873748,-18000,3600,America/New_York,65274370,61481812
ZPL3059868,31.8348795,-106.5529827,-25200,3600,America/Denver,65264321,62669211
ZPL3062880,30.000883,-90.223486,-21600,3600,America/Chicago,65210262,61103465
ZPL3032504,35.3203938,-119.0917576,-28800,3600,America/Los_Angeles,65205952,61314886
ZPL307308Q,33.431485,-86.708662,-21600,3600,America/Chicago,64921460,54596170
ZPL306622K,33.9989332,-84.2831003,-18000,3600,America/New_York,64819557,29385672
ZPL306422A,40.400323,-80.024316,-18000,3600,America/New_York,64739214,58856870
ZPL306656F,30.231323,-97.8643309,-21600,3600,America/Chicago,64723315,58952787
ZPL3063852,32.536202,-93.770538,-21600,3600,America/Chicago,64414042,54202782
ZPL306960Z,35.673474,-78.4868585,-18000,3600,America/New_York,64349913,59898959
ZPL3044299,33.5685004,-84.5391526,-18000,3600,America/New_York,64309296,57748557
ZPL303781L,38.000519,-121.288818,-28800,3600,America/Los_Angeles,64211236,60125196
ZPL306526D,39.1466306,-84.404731,-18000,3600,America/New_York,64001905,57710504
ZPL3070823,34.1632403,-118.4490481,-28800,3600,America/Los_Angeles,63991759,58529373
ZPL3062633,30.0222912,-90.2390285,-21600,3600,America/Chicago,63973364,60009515
ZPL304356G,33.778385,-84.607318,-18000,3600,America/New_York,63958029,58079140
ZPL306686U,30.6204062,-97.6908651,-21600,3600,America/Chicago,63941111,58661054
ZPL303087A,37.5022044,-122.2463341,-28800,3600,America/Los_Angeles,63916453,57510757
ZPL3077271,39.30684,-84.487168,-18000,3600,America/New_York,63889585,52495365
ZPL3051617,40.8017242,-73.9489145,-18000,3600,America/New_York,63884622,60266244
ZPL3067892,33.7853523,-84.4072827,-18000,3600,America/New_York,63781763,54951558
ZPL306494N,41.2266435,-96.0248305,-21600,3600,America/Chicago,63697187,56040414
ZPL306822U,41.492626,-72.0978061,-18000,3600,America/New_York,63525480,48382242
ZPL306147A,37.330475,-89.568149,-21600,3600,America/Chicago,63475452,61306485
ZPL305211T,28.00247,-81.975838,-18000,3600,America/New_York,63434068,56215437
ZPL305511Q,32.243317,-80.826378,-18000,3600,America/New_York,63260701,55043059
ZPL3053725,30.474258,-87.211238,-21600,3600,America/Chicago,63097033,61324297
ZPL306452P,41.9689669,-71.3036405,-18000,3600,America/New_York,62961698,55746486
ZPL304381K,30.1621945,-97.789147,-21600,3600,America/Chicago,62932712,56913775
ZPL306392A,29.667003,-82.325165,-18000,3600,America/New_York,62843911,56398322
ZPL3074269,30.5252163,-90.9560909,-21600,3600,America/Chicago,62689553,59795966
ZPL3064819,32.4477118,-93.8657644,-21600,3600,America/Chicago,62666677,57337292
ZPL306889P,39.9782496,-75.2735704,-18000,3600,America/New_York,62571894,47913985
ZPL307099X,37.355697,-121.819186,-28800,3600,America/Los_Angeles,62502385,57370404
ZPL307054E,36.6706445,-121.62711,-28800,3600,America/Los_Angeles,62458040,60836335
ZPL304421D,34.076139,-84.6526576,-18000,3600,America/New_York,62412746,57088232
ZPL303512J,37.3020607,-121.8652112,-28800,3600,America/Los_Angeles,62182882,56482699
ZPL307380A,30.8568718,-93.2891398,-21600,3600,America/Chicago,62139256,59663507
ZPL306087V,29.652714,-82.3810598,-18000,3600,America/New_York,61990531,26805095
ZPL306694X,33.4355713,-111.8395314,-25200,0,America/Phoenix,61856936,56113219
ZPL305100I,40.7143528,-74.0059731,-18000,3600,America/New_York,61841221,50279323
ZPL306678R,30.440302,-97.666772,-21600,3600,America/Chicago,61801427,57031472
ZPL304403H,41.804709,-71.338469,-18000,3600,America/New_York,61661068,57322707
ZPL304377X,30.382951,-97.723594,-21600,3600,America/Chicago,61584848,56452792
ZPL3038393,33.745324,-117.8191235,-28800,3600,America/Los_Angeles,61571761,49702128
ZPL3027306,40.5817926,-111.8907444,-25200,3600,America/Denver,61472447,55444150
ZPL303095D,34.1382835,-118.3533173,-28800,3600,America/Los_Angeles,61402579,55908187
ZPL304427J,41.9601479,-71.116884,-18000,3600,America/New_York,61384815,59872108
ZPL307526W,46.8125935,-119.1732479,-28800,3600,America/Los_Angeles,61335441,55260545
ZPL305004B,25.773939,-80.139897,-18000,3600,America/New_York,61308691,56789793
ZPL3071783,36.1244598,-97.0509007,-21600,3600,America/Chicago,61187708,54569008
ZPL302734M,40.5817926,-111.8907444,-25200,3600,America/Denver,61174480,55436068
ZPL305454W,36.112349,-86.764086,-21600,3600,America/Chicago,61035915,57631242
ZPL3010807,33.577083,-101.946481,-21600,3600,America/Chicago,60920729,53989788
ZPL306289V,39.086723,-84.479194,-18000,3600,America/New_York,60847904,39565070
ZPL306794K,28.236117,-81.651359,-18000,3600,America/New_York,60714095,56117577
ZPL306591P,29.97565,-90.231519,-21600,3600,America/Chicago,60561380,53961352
ZPL305886L,36.3117647,-94.1784924,-21600,3600,America/Chicago,60536767,46842952
ZPL3032421,40.919998,-111.893192,-25200,3600,America/Denver,60536700,56253514
ZPL3043586,41.6796368,-70.9405597,-18000,3600,America/New_York,60497184,56237633
ZPL303137W,30.304541,-97.662034,-21600,3600,America/Chicago,60462047,54761155
ZPL3034106,36.1965763,-115.2507151,-28800,3600,America/Los_Angeles,60455772,55745506
ZPL3062215,29.6383816,-95.5837261,-21600,3600,America/Chicago,60413140,51134275
ZPL305569N,42.8614555,-73.7810782,-18000,3600,America/New_York,60374358,55310535
ZPL303192F,40.919998,-111.893192,-25200,3600,America/Denver,60156828,57302904
ZPL303340Y,34.0470558,-118.3361632,-28800,3600,America/Los_Angeles,60079815,55609439
ZPL307211V,41.6812619,-86.893288,-21600,3600,America/Chicago,60022257,54902306
ZPL307437X,39.913657,-104.9792429,-25200,3600,America/Denver,60010061,57112429
ZPL306257Q,29.6220768,-82.3772493,-18000,3600,America/New_York,60007039,54950740
ZPL3063180,35.442813,-80.880368,-18000,3600,America/New_York,59949744,29620746
ZPL307092W,47.4055414,-120.2800203,-28800,3600,America/Los_Angeles,59943848,50355757
ZPL306584H,42.474711,-70.957572,-18000,3600,America/New_York,59822207,57178900
ZPL304374C,25.773939,-80.139897,-18000,3600,America/New_York,59679652,50695761
ZPL307071F,40.696939,-112.0248153,-25200,3600,America/Denver,59665306,54994374
ZPL306395V,29.4342416,-98.7036331,-21600,3600,America/Chicago,59626240,56212440
ZPL306673G,30.0212108,-90.0615168,-21600,3600,America/Chicago,59552225,53542738
ZPL3069924,40.5805017,-111.8330592,-25200,3600,America/Denver,59538084,51327144
ZPL303530F,28.662969,-81.385137,-18000,3600,America/New_York,59527629,51403879
ZPL3062550,29.961514,-90.1146354,-21600,3600,America/Chicago,59511379,50942550
ZPL3058412,39.7811576,-104.8925669,-25200,3600,America/Denver,59465885,50468099
ZPL307570R,29.989351,-90.072172,-21600,3600,America/Chicago,59248242,55568026
ZPL307662B,36.217547,-86.694028,-21600,3600,America/Chicago,59071618,27889963
ZPL3064147,37.130116,-76.537625,-18000,3600,America/New_York,59035110,53333856
ZPL306383C,47.5644646,-122.376586,-28800,3600,America/Los_Angeles,58922814,51951246
ZPL306264Y,29.9402422,-90.1010835,-21600,3600,America/Chicago,58786323,53361708
ZPL3043762,30.4894785,-97.6783831,-21600,3600,America/Chicago,58726002,54433343
ZPL306754C,38.494661,-121.523354,-28800,3600,America/Los_Angeles,58663938,52660385
ZPL307078G,47.2889728,-122.3183463,-28800,3600,America/Los_Angeles,58566923,52571709
ZPL306466Y,34.0683504,-117.3364502,-28800,3600,America/Los_Angeles,58498908,54286367
ZPL306535B,41.8502795,-87.8043117,-21600,3600,America/Chicago,58332072,54161738
ZPL305191M,37.7399287,-89.8767738,-21600,3600,America/Chicago,58285212,56661041
ZPL303581B,29.660083,-82.425548,-18000,3600,America/New_York,58283319,56073660
ZPL303741D,33.3198569,-111.897346,-25200,0,America/Phoenix,58267279,55609827
ZPL307060R,41.6791061,-86.2505861,-18000,3600,America/New_York,58208566,50548450
ZPL3055486,37.3125511,-89.5524916,-21600,3600,America/Chicago,58056883,56086823
ZPL3061414,37.295735,-89.527879,-21600,3600,America/Chicago,57972552,56686013
ZPL303302G,28.368986,-81.5207269,-18000,3600,America/New_York,57961469,55681227
ZPL304445F,25.888626,-80.1638997,-18000,3600,America/New_York,57908888,51208031
ZPL306390K,39.542335,-77.987488,-18000,3600,America/New_York,57830081,53358104
ZPL302711F,33.7816013,-84.4050155,-18000,3600,America/New_York,57811682,50822970
ZPL302898J,33.379618,-111.757045,-25200,0,America/Phoenix,57687949,51827394
ZPL306177P,37.756153,-87.1507869,-21600,3600,America/Chicago,57599558,53109792
ZPL307287O,25.7780603,-80.2894982,-18000,3600,America/New_York,57567030,52344677
ZPL307094M,34.2981894,-118.4381962,-28800,3600,America/Los_Angeles,57555197,53233585
ZPL306485P,28.485565,-81.4315497,-18000,3600,America/New_York,57476467,52832458
ZPL3029739,33.6654805,-112.2018754,-25200,0,America/Phoenix,57447162,52876411
ZPL3037262,35.9512748,-78.9939892,-18000,3600,America/New_York,57426792,57426792
ZPL307296M,47.2229263,-122.474835,-28800,3600,America/Los_Angeles,57420337,50815138
ZPL3068864,43.666611,-70.276614,-18000,3600,America/New_York,57153584,47377257
ZPL306995P,47.19202,-122.40977,-28800,3600,America/Los_Angeles,57079507,52230669
ZPL3061397,37.330475,-89.568149,-21600,3600,America/Chicago,57058478,55149425
ZPL3069005,32.458827,-93.661679,-21600,3600,America/Chicago,57044775,53766001
ZPL306276H,39.2528985,-84.6000338,-18000,3600,America/New_York,57022849,40688688
ZPL306472B,37.5005605,-77.5307719,-18000,3600,America/New_York,57014991,52731136
ZPL304362T,30.193382,-97.778018,-21600,3600,America/Chicago,57008406,49917780
ZPL307543X,37.961219,-122.505228,-28800,3600,America/Los_Angeles,57005955,51706100
ZPL3039282,32.9459946,-80.0387317,-18000,3600,America/New_York,56998800,54783551
ZPL304461L,27.9986101,-81.9749746,-18000,3600,America/New_York,56882150,52107195
ZPL303139M,34.1355582,-116.0541689,-28800,3600,America/Los_Angeles,56857201,52973089
ZPL305175G,44.9502817,-93.0244624,-21600,3600,America/Chicago,56840703,44890741
ZPL3056810,40.7498781,-95.8123265,-21600,3600,America/Chicago,56588952,50151935
ZPL306940D,30.203986,-81.740193,-18000,3600,America/New_York,56584132,53277250
ZPL306909W,33.567876,-84.538755,-18000,3600,America/New_York,56559798,50171838
ZPL3054773,39.766201,-104.9014002,-25200,3600,America/Denver,56554001,42894256
ZPL303887E,40.0998826,-83.0905428,-18000,3600,America/New_York,56444454,55074425
ZPL302969M,26.3425762,-81.8085308,-18000,3600,America/New_York,56403141,55386287
ZPL304364J,30.1113009,-97.4165227,-21600,3600,America/Chicago,56362762,51684932
ZPL3066839,30.329131,-97.71526,-21600,3600,America/Chicago,56343272,49652338
ZPL3073732,28.276475,-82.673653,-18000,3600,America/New_York,56339977,52137841
ZPL307651N,36.170055,-115.140844,-28800,3600,America/Los_Angeles,56325814,29465501
ZPL303108C,33.8787692,-118.2181928,-28800,3600,America/Los_Angeles,56273921,53023767
ZPL307175I,25.738749,-80.237487,-18000,3600,America/New_York,56259905,50487561
ZPL304446A,41.700524,-71.145733,-18000,3600,America/New_York,56253576,51003491
ZPL303068J,40.6223666,-111.8626424,-25200,3600,America/Denver,56143964,50707257
ZPL3043674,41.6777172,-71.1642993,-18000,3600,America/New_York,56130040,51699351
ZPL306231Y,25.805864,-80.337782,-18000,3600,America/New_York,56091708,31359960
ZPL306640G,29.8932205,-90.1249322,-21600,3600,America/Chicago,56089969,50618743
ZPL3037103,38.9061164,-77.2594839,-18000,3600,America/New_York,56066040,51785640
ZPL306627V,35.152875,-80.839283,-18000,3600,America/New_York,56050057,25581099
ZPL306161Q,38.906147,-77.042059,-18000,3600,America/New_York,55974883,33817526
ZPL306339H,45.0206163,-93.4835217,-21600,3600,America/Chicago,55948032,27747270
ZPL307122W,33.406224,-86.8056639,-21600,3600,America/Chicago,55925570,51005751
ZPL305218U,30.418205,-86.6531834,-21600,3600,America/Chicago,55857922,52847314
ZPL304089J,43.03319,-76.0532604,-18000,3600,America/New_York,55802199,24295453
ZPL306396Q,31.1096076,-92.0638226,-21600,3600,America/Chicago,55705072,53442563
ZPL3066585,33.834574,-117.838403,-28800,3600,America/Los_Angeles,55601381,48642065
ZPL306495I,35.005555,-80.556748,-18000,3600,America/New_York,55600973,49517107
ZPL306964F,39.7108996,-105.05279,-25200,3600,America/Denver,55498194,52156515
ZPL3039277,35.2573343,-81.1113029,-18000,3600,America/New_York,55380459,48949739
ZPL3036197,28.1917801,-82.4359662,-18000,3600,America/New_York,55364068,50790454
ZPL306648C,30.014414,-97.8650378,-21600,3600,America/Chicago,55353007,50805982
ZPL306708R,41.5861623,-87.8521891,-21600,3600,America/Chicago,55155956,50655988
ZPL307087E,33.335625,-111.855949,-25200,0,America/Phoenix,55137323,49443913
ZPL3057611,38.4853734,-82.6527291,-18000,3600,America/New_York,55063937,50834496
ZPL306092D,35.201945,-84.843857,-18000,3600,America/New_York,55034916,47391910
ZPL3056216,43.1069719,-73.7386117,-18000,3600,America/New_York,55028931,50548268
ZPL307580K,36.0685908,-79.2702184,-18000,3600,America/New_York,55021458,47626392
ZPL3067562,38.5984813,-121.4211992,-28800,3600,America/Los_Angeles,54924999,45342845
ZPL306336W,35.9435984,-79.0120799,-18000,3600,America/New_York,54922091,47379658
ZPL3073891,33.990354,-83.723017,-18000,3600,America/New_York,54916593,50475627
ZPL303868N,33.038539,-80.158485,-18000,3600,America/New_York,54805815,54441251
ZPL307674U,42.450346,-82.915113,-18000,3600,America/New_York,54784034,45446698
ZPL305456M,41.220464,-95.836025,-21600,3600,America/Chicago,54775698,50801761
ZPL3036627,25.9442503,-97.4295163,-21600,3600,America/Chicago,54768080,52787796
ZPL307531E,25.7009945,-80.3666647,-18000,3600,America/New_York,54767136,48065746
ZPL306346P,37.2910874,-89.5717904,-21600,3600,America/Chicago,54741177,52375624
ZPL303747J,33.2547314,-111.6335044,-25200,0,America/Phoenix,54688964,50781952
ZPL306696N,41.558028,-87.7944799,-21600,3600,America/Chicago,54648212,49929663
ZPL306250P,29.8749519,-90.095735,-21600,3600,America/Chicago,54586201,51776276
ZPL3061155,34.9430028,-85.2237232,-18000,3600,America/New_York,54524627,48657248
ZPL3060860,29.728216,-95.439867,-21600,3600,America/Chicago,54461908,45089507
ZPL305154Z,38.9708803,-94.6060217,-21600,3600,America/Chicago,54430622,50805343
ZPL306711J,33.476137,-112.221156,-25200,0,America/Phoenix,54352642,49204717
ZPL305199I,40.7083493,-74.0047739,-18000,3600,America/New_York,54340642,50219122
ZPL3075989,35.1294497,-85.2372763,-18000,3600,America/New_York,54283252,27520306
ZPL307336F,30.434081,-87.275197,-21600,3600,America/Chicago,54280404,48570313
ZPL307723L,39.7876964,-86.2088575,-18000,3600,America/New_York,54254660,49095568
ZPL303069E,35.9859124,-86.5468036,-21600,3600,America/Chicago,54188778,51814455
ZPL3069582,26.230482,-80.154651,-18000,3600,America/New_York,54119464,48386441
ZPL306707W,33.320391,-111.977841,-25200,0,America/Phoenix,54092590,48128665
ZPL3010218,36.120825,-97.064784,-21600,3600,America/Chicago,54067757,37302728
ZPL3064983,33.6010878,-111.9798186,-25200,0,America/Phoenix,54063282,46100701
ZPL306258L,30.0722853,-90.4944146,-21600,3600,America/Chicago,53978565,51531246
ZPL307095H,42.5614563,-113.7937371,-25200,3600,America/Denver,53975701,50367782
ZPL3061656,41.648273,-93.598981,-21600,3600,America/Chicago,53947107,49153622
ZPL305366S,32.7949183,-96.686426,-21600,3600,America/Chicago,53875977,50541835
ZPL306672L,33.6293405,-117.7251433,-28800,3600,America/Los_Angeles,53850200,47969715
ZPL303926C,32.785524,-79.936513,-18000,3600,America/New_York,53813176,43276465
ZPL307280N,36.5455553,-119.4013527,-28800,3600,America/Los_Angeles,53806383,48723633
ZPL3044321,33.689925,-84.488197,-18000,3600,America/New_York,53801887,46204482
ZPL303664X,33.526393,-82.120293,-18000,3600,America/New_York,53784357,53774497
ZPL303761Z,30.329131,-97.71526,-21600,3600,America/Chicago,53553819,46270371
ZPL305282B,40.3452958,-75.9736377,-18000,3600,America/New_York,53468675,49511584
ZPL307443A,29.961651,-90.115112,-21600,3600,America/Chicago,53385963,50430990
ZPL305352J,39.0449826,-94.447726,-21600,3600,America/Chicago,53366350,48524235
ZPL303715E,40.0366862,-85.9936944,-18000,3600,America/New_York,53337580,49764220
ZPL304463B,26.136503,-80.232539,-18000,3600,America/New_York,53288222,49192505
ZPL306830X,32.911195,-96.958072,-21600,3600,America/Chicago,53270070,47001550
ZPL3071707,32.6364374,-85.4817033,-21600,3600,America/Chicago,53185833,49085013
ZPL301094G,38.7847063,-77.0161381,-18000,3600,America/New_York,53181917,38477645
ZPL307665W,46.976506,-123.810925,-28800,3600,America/Los_Angeles,53158877,49370454
ZPL3062792,30.4834917,-90.4568869,-21600,3600,America/Chicago,53148710,49452363
ZPL3067645,34.0583382,-84.3810198,-18000,3600,America/New_York,53140038,27754416
ZPL303243W,38.1328519,-122.2217417,-28800,3600,America/Los_Angeles,53055551,49907257
ZPL304418L,33.5929826,-83.8060984,-18000,3600,America/New_York,52969400,48171583
ZPL307084T,47.494523,-111.279438,-25200,3600,America/Denver,52938849,49466870
ZPL3064648,27.9253818,-82.5061498,-18000,3600,America/New_York,52869793,43160476
ZPL304425T,33.738449,-84.421134,-18000,3600,America/New_York,52718085,45408329
ZPL303198L,30.1801811,-82.680169,-18000,3600,America/New_York,52659333,45341972
ZPL306267J,26.66468,-80.088661,-18000,3600,America/New_York,52659281,48535397
ZPL306715Z,33.2491164,-111.8406785,-25200,0,America/Phoenix,52653520,47977144
