machineId,lat,lng,offset,hrs,location,total,ww
ZPL300029L,32.7110977,-97.3654312,-21600,3600,America/Chicago,0.1,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC9139907,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZPL000136D,39.2460359,-84.3824294,-18000,3600,America/New_York,0.1,0
ZPL0001420,33.677144,-117.8377383,-28800,3600,America/Los_Angeles,0.9,0
ZPL3000280,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.8,0
ZPL300029L,32.7088251,-97.3651325,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139908,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZPL000136D,39.2457722,-84.3829982,-18000,3600,America/New_York,0.6,0
ZPL0001421,33.677188,-117.8379709,-28800,3600,America/Los_Angeles,0.3,0
ZPL3000281,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.8,0
ZPL300029L,32.7110962,-97.3654311,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.0,0
ZMC9139909,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.2,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZPL000136D,39.2460364,-84.3824142,-18000,3600,America/New_York,0.0,0
ZPL0001422,33.6799927,-117.8373739,-28800,3600,America/Los_Angeles,0.6,0
ZPL3000282,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.3,0
ZPL300029L,32.708761,-97.3651291,-21600,3600,America/Chicago,0.7,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZMC9139910,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZPL000136D,39.2458165,-84.3829582,-18000,3600,America/New_York,0.1,0
ZPL0001423,33.6771768,-117.8379627,-28800,3600,America/Los_Angeles,0.9,0
ZPL3000283,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7110947,-97.365431,-21600,3600,America/Chicago,0.2,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC9139911,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.2,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZPL000136D,39.2460369,-84.382399,-18000,3600,America/New_York,0.8,0
ZPL0001424,33.6771554,-117.8377278,-28800,3600,America/Los_Angeles,0.2,0
ZPL3000284,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.4,0
ZPL300029L,32.7087556,-97.3651283,-21600,3600,America/Chicago,0.8,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC9139912,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZPL000136D,39.2458564,-84.3829148,-18000,3600,America/New_York,0.7,0
ZPL0001425,33.6771656,-117.8379545,-28800,3600,America/Los_Angeles,0.9,0
ZPL3000285,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.6,0
ZPL300029L,32.7110932,-97.3654308,-21600,3600,America/Chicago,1.0,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC9139913,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZPL000136D,39.2460368,-84.3823811,-18000,3600,America/New_York,0.2,0
ZPL0001426,33.6771606,-117.8377234,-28800,3600,America/Los_Angeles,0.8,0
ZPL3000286,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.4,0
ZPL300029L,32.7087073,-97.3651189,-21600,3600,America/Chicago,0.8,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC9139914,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZPL000136D,39.2458912,-84.3828651,-18000,3600,America/New_York,0.7,0
ZPL0001427,33.6771544,-117.8379463,-28800,3600,America/Los_Angeles,0.4,0
ZPL3000287,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.2,0
ZPL300029L,32.7110917,-97.3654307,-21600,3600,America/Chicago,0.8,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139915,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZPL000136D,39.2460356,-84.3823659,-18000,3600,America/New_York,0.9,0
ZPL0001428,33.67717,-117.8377169,-28800,3600,America/Los_Angeles,0.6,0
ZPL3000288,29.5323743,-98.5616486,-21600,3600,America/Chicago,0.0,0
ZPL300029L,32.7086589,-97.3651094,-21600,3600,America/Chicago,0.1,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.0,0
ZMC9139916,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.0,0
ZPL000136D,39.2459234,-84.3828132,-18000,3600,America/New_York,1.0,0
ZPL0001429,33.6771463,-117.8379377,-28800,3600,America/Los_Angeles,1.0,0
ZPL3000289,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.3,0
ZPL300029L,32.7110901,-97.3654305,-21600,3600,America/Chicago,0.1,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139917,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZPL000136D,39.2460343,-84.3823508,-18000,3600,America/New_York,1.0,0
ZPL0001430,33.677176,-117.8377145,-28800,3600,America/Los_Angeles,0.2,0
ZPL3000290,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.8,0
ZPL300029L,32.7086106,-97.3650999,-21600,3600,America/Chicago,0.8,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZMC9139918,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZPL000136D,39.2459499,-84.3827523,-18000,3600,America/New_York,0.6,0
ZPL0001431,33.6771393,-117.837929,-28800,3600,America/Los_Angeles,0.1,0
ZPL3000291,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7110886,-97.3654304,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139919,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZPL000136D,39.2460331,-84.3823356,-18000,3600,America/New_York,0.1,0
ZPL0001432,33.6771821,-117.8377121,-28800,3600,America/Los_Angeles,0.8,0
ZPL3000292,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7085623,-97.3650904,-21600,3600,America/Chicago,0.1,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC9139920,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZPL000136D,39.2459726,-84.3826914,-18000,3600,America/New_York,0.6,0
ZPL0001433,33.6771337,-117.8379214,-28800,3600,America/Los_Angeles,0.0,0
ZPL3000293,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.5,0
ZPL300029L,32.7110871,-97.3654303,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZMC9139921,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZPL000136D,39.2460319,-84.3823205,-18000,3600,America/New_York,1.0,0
ZPL0001434,33.6771918,-117.8377097,-28800,3600,America/Los_Angeles,0.7,0
ZPL3000294,29.5319324,-98.5623115,-21600,3600,America/Chicago,0.0,0
ZPL300029L,32.708514,-97.3650809,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZMC9139922,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZPL000136D,39.2459877,-84.3826283,-18000,3600,America/New_York,0.1,0
ZPL0001435,33.677129,-117.8379067,-28800,3600,America/Los_Angeles,0.4,0
ZPL3000295,29.532786,-98.5631997,-21600,3600,America/Chicago,0.4,0
ZPL300029L,32.7110856,-97.3654301,-21600,3600,America/Chicago,0.7,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC9139923,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZPL000136D,39.2460307,-84.3823053,-18000,3600,America/New_York,0.6,0
ZPL0001436,33.6771981,-117.837709,-28800,3600,America/Los_Angeles,0.9,0
ZPL3000296,29.532786,-98.5631997,-21600,3600,America/Chicago,0.8,0
ZPL300029L,32.7084656,-97.3650714,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZMC9139924,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZPL000136D,39.2459987,-84.38256,-18000,3600,America/New_York,0.9,0
ZPL0001437,33.6771263,-117.837895,-28800,3600,America/Los_Angeles,0.1,0
ZPL3000297,29.532786,-98.5631997,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7110841,-97.36543,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.2,0
ZMC9139925,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZPL000136D,39.2460295,-84.3822902,-18000,3600,America/New_York,0.8,0
ZPL0001438,33.6772045,-117.8377083,-28800,3600,America/Los_Angeles,0.4,0
ZPL3000298,29.532786,-98.5631997,-21600,3600,America/Chicago,0.8,0
ZPL300029L,32.7084173,-97.365062,-21600,3600,America/Chicago,0.3,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139926,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZPL000136D,39.2460052,-84.3824939,-18000,3600,America/New_York,0.7,0
ZPL0001439,33.677124,-117.8378795,-28800,3600,America/Los_Angeles,0.3,0
ZPL3000299,29.532786,-98.5631997,-21600,3600,America/Chicago,0.4,0
ZPL300029L,32.7110826,-97.3654299,-21600,3600,America/Chicago,0.9,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZMC9139927,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZPL000136D,39.2460273,-84.3822732,-18000,3600,America/New_York,0.3,0
ZPL0001440,33.677213,-117.8377082,-28800,3600,America/Los_Angeles,0.2,0
ZPL3000300,29.532786,-98.5631997,-21600,3600,America/Chicago,0.9,0
ZPL300029L,32.708369,-97.3650525,-21600,3600,America/Chicago,0.3,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139928,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.6,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZPL000136D,39.2460075,-84.3824241,-18000,3600,America/New_York,1.0,0
ZPL0001441,33.677123,-117.8378657,-28800,3600,America/Los_Angeles,1.0,0
ZPL3000301,29.532786,-98.5631997,-21600,3600,America/Chicago,0.5,0
ZPL300029L,32.7096221,-97.3652564,-21600,3600,America/Chicago,0.5,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC9139929,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZPL000136D,39.2460248,-84.3822583,-18000,3600,America/New_York,0.2,0
ZPL0001442,33.6772194,-117.8377085,-28800,3600,America/Los_Angeles,0.0,0
ZPL3000302,29.532786,-98.5631997,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7083512,-97.3650498,-21600,3600,America/Chicago,0.2,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC9139930,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZPL000136D,39.2460061,-84.3823572,-18000,3600,America/New_York,0.3,0
ZPL0001443,33.6771228,-117.8378534,-28800,3600,America/Los_Angeles,0.2,0
ZPL3000303,29.532786,-98.5631997,-21600,3600,America/Chicago,0.4,0
ZPL300029L,32.7095152,-97.3652419,-21600,3600,America/Chicago,0.1,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC9139931,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.4,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZPL000136D,39.2460223,-84.3822434,-18000,3600,America/New_York,0.6,0
ZPL0001444,33.6772258,-117.8377088,-28800,3600,America/Los_Angeles,0.3,0
ZPL3000304,29.532786,-98.5631997,-21600,3600,America/Chicago,0.5,0
ZPL300029L,32.7083054,-97.3650437,-21600,3600,America/Chicago,0.6,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZMC9139932,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZPL000136D,39.2460006,-84.3822877,-18000,3600,America/New_York,0.1,0
ZPL0001445,33.6771243,-117.8378377,-28800,3600,America/Los_Angeles,0.4,0
ZPL3000305,29.532786,-98.5631997,-21600,3600,America/Chicago,0.2,0
ZPL300029L,32.7094083,-97.3652274,-21600,3600,America/Chicago,0.3,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.1,0
ZMC9139933,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.8,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZPL000136D,39.2460198,-84.3822285,-18000,3600,America/New_York,0.4,0
ZPL0001446,33.677235,-117.8377105,-28800,3600,America/Los_Angeles,0.5,0
ZPL3000306,29.532786,-98.5631997,-21600,3600,America/Chicago,0.5,0
ZPL300029L,32.7082596,-97.3650375,-21600,3600,America/Chicago,0.2,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,1.0,0
ZMC9139934,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.9,0
ZPL000136D,39.2459894,-84.3822214,-18000,3600,America/New_York,0.2,0
ZPL0001447,33.6771267,-117.8378268,-28800,3600,America/Los_Angeles,0.7,0
ZPL3000307,29.532786,-98.5631997,-21600,3600,America/Chicago,0.1,0
ZPL300029L,32.7093015,-97.3652129,-21600,3600,America/Chicago,0.7,0
ZMC913968L,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.3,0
ZMC9139935,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.7,0
ZMC913995F,29.6615085,-95.7430616,-21600,3600,America/Chicago,0.5,0
